4.670000000000000262e-01 4.490000000000000102e-01 4.879999999999999893e-01 4.000000000000000222e-01 4.379999999999999449e-01 4.400000000000000022e-01 5.899999999999999689e-01 4.450000000000000067e-01 4.510000000000000120e-01 2.600000000000000089e-01 2.700000000000000178e-01 4.099999999999999756e-01 3.400000000000000244e-01 4.000000000000000083e-02 3.200000000000000067e-01 4.500000000000000111e-01 4.900000000000000189e-02
7.800000000000000266e-01 7.500000000000000000e-01 8.199999999999999512e-01 7.700000000000000178e-01 9.500000000000000111e-02 7.800000000000000266e-01 6.400000000000000133e-01 6.199999999999999956e-01 7.500000000000000000e-01 4.799999999999999822e-01 nan 4.799999999999999822e-01 5.200000000000000178e-01 8.000000000000000167e-02 6.199999999999999956e-01 7.299999999999999822e-01 0.000000000000000000e+00
9.300000000000000488e-01 7.780000000000000249e-01 8.590000000000000968e-01 2.630000000000000115e-01 7.279999999999999805e-01 9.459999999999999520e-01 8.619999999999999885e-01 9.470000000000000639e-01 7.279999999999999805e-01 0.000000000000000000e+00 5.899999999999999689e-01 9.329999999999999405e-01 8.020000000000000462e-01 6.609999999999999210e-01 2.520000000000000018e-01 9.240000000000000435e-01 7.580000000000000071e-01
1.000000000000000056e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 4.000000000000000222e-01 4.000000000000000222e-01 0.000000000000000000e+00 5.000000000000000000e-01 1.000000000000000021e-02 2.000000000000000042e-02 4.000000000000000222e-01 5.000000000000000000e-01
8.100000000000000533e-01 8.499999999999999778e-01 7.099999999999999645e-01 8.800000000000000044e-01 7.099999999999999645e-01 7.770000000000000240e-01 6.400000000000000133e-01 6.800000000000000488e-01 8.499999999999999778e-01 5.300000000000000266e-01 1.799999999999999933e-01 8.000000000000000167e-03 6.800000000000000488e-01 4.000000000000000083e-02 2.600000000000000228e-02 1.199999999999999956e-01 7.700000000000000178e-01
4.799999999999999822e-01 5.000000000000000000e-01 nan 4.699999999999999734e-01 4.500000000000000111e-01 4.600000000000000200e-01 4.500000000000000111e-01 4.600000000000000200e-01 5.000000000000000000e-01 4.699999999999999734e-01 4.099999999999999756e-01 4.899999999999999911e-01 5.000000000000000000e-01 3.900000000000000133e-01 3.599999999999999867e-01 3.900000000000000133e-01 1.700000000000000122e-01
6.400000000000000133e-01 5.500000000000000444e-01 nan 5.999999999999999778e-01 nan 6.099999999999999867e-01 5.600000000000000533e-01 6.300000000000000044e-01 5.799999999999999600e-01 5.999999999999999778e-01 5.200000000000000178e-01 6.300000000000000044e-01 5.799999999999999600e-01 5.400000000000000355e-01 3.200000000000000067e-01 5.799999999999999600e-01 5.400000000000000355e-01
7.800000000000000266e-01 5.400000000000000355e-01 nan 6.500000000000000222e-01 nan 5.400000000000000355e-01 1.799999999999999933e-01 7.600000000000000089e-01 5.300000000000000266e-01 8.100000000000000533e-01 2.200000000000000011e-01 7.600000000000000089e-01 2.099999999999999922e-01 5.699999999999999512e-01 1.700000000000000122e-01 4.099999999999999756e-01 0.000000000000000000e+00
6.199999999999999956e-01 5.200000000000000178e-01 nan 5.100000000000000089e-01 nan 5.200000000000000178e-01 4.500000000000000111e-01 5.600000000000000533e-01 5.200000000000000178e-01 5.500000000000000444e-01 3.900000000000000133e-01 5.799999999999999600e-01 4.500000000000000111e-01 2.300000000000000100e-01 3.599999999999999867e-01 4.600000000000000200e-01 2.300000000000000100e-01
9.000000000000000222e-01 8.900000000000000133e-01 nan 8.900000000000000133e-01 nan 8.699999999999999956e-01 8.299999999999999600e-01 8.800000000000000044e-01 8.900000000000000133e-01 9.100000000000000311e-01 8.100000000000000533e-01 8.900000000000000133e-01 8.499999999999999778e-01 5.200000000000000178e-01 7.800000000000000266e-01 8.599999999999999867e-01 5.500000000000000444e-01
