0.188 0.224 0.361 0.172 0.233 0.218 0.361 0.177 0.249 0.279 0.197 0.239 0.234 0.361 0.157 0.361 0.162 0.218 0.203 0.182
0.030 0.073 0.224 0.058 0.078 0.093 0.224 0.040 0.052 0.050 0.027 0.058 0.028 0.224 0.068 0.224 0.178 0.050 0.018 0.045
0.028 0.114 0.484 0.070 0.114 0.107 0.128 0.050 0.117 0.241 0.026 0.117 0.045 0.090 0.042 0.362 0.105 0.075 0.019 0.035
0.075 0.308 0.333 0.075 0.283 0.283 0.333 0.100 0.233 0.333 0.125 0.283 0.283 0.333 0.125 0.333 0.333 0.308 0.050 0.050
0.366 0.402 0.439 0.343 0.435 0.422 0.439 0.379 0.442 0.439 0.382 0.445 0.439 0.439 0.366 0.439 0.439 0.406 0.300 0.346
0.162 0.181 0.959 0.399 0.203 0.190 0.959 0.434 0.139 0.036 0.236 0.200 0.040 0.923 0.316 0.959 0.682 0.173 0.108 0.251
0.185 0.421 0.730 0.199 0.462 0.390 0.730 0.257 0.540 0.613 0.205 0.410 0.514 0.730 0.277 0.730 0.513 0.410 0.225 0.179
0.439 0.452 0.422 0.422 0.427 0.443 0.422 0.444 0.464 0.301 0.422 0.409 0.279 0.422 0.422 0.422 0.422 0.498 0.331 0.422
0.329 0.384 0.630 0.443 0.385 0.414 0.630 0.393 0.393 0.463 0.335 0.350 0.414 0.630 0.464 0.630 0.594 0.398 0.298 0.320
0.230 0.330 0.450 0.190 0.360 0.340 0.450 0.200 0.390 0.450 0.250 0.330 0.370 0.450 0.200 0.450 0.210 0.360 0.240 0.240
0.036 0.124 0.523 0.079 0.119 0.122 0.523 0.107 0.057 0.057 0.076 0.124 0.036 0.523 0.098 0.523 0.095 0.129 0.155 0.048
0.044 0.131 0.893 0.065 0.113 0.143 0.229 0.067 0.082 0.234 0.053 0.108 0.076 0.111 0.041 0.893 0.105 0.100 0.069 0.057
0.307 0.291 0.276 0.265 0.307 0.276 0.276 0.239 0.302 0.276 0.296 0.291 0.276 0.276 0.244 0.276 0.276 0.264 0.276 0.286
0.023 0.019 0.318 0.030 0.019 0.021 0.318 0.028 0.064 0.038 0.028 0.017 0.045 0.147 0.041 0.318 0.047 0.028 0.026 0.019
0.028 0.172 0.893 0.058 0.262 0.191 0.893 0.091 0.031 0.037 0.049 0.221 0.027 0.893 0.068 0.893 0.209 0.149 0.126 0.035
0.380 0.425 0.893 0.433 0.418 0.408 0.893 0.392 0.323 0.273 0.346 0.437 0.274 0.822 0.302 0.893 0.771 0.420 0.331 0.384
0.886 0.172 0.893 0.022 0.276 0.163 0.049 0.060 0.891 0.892 0.024 0.185 0.892 0.047 0.049 0.071 0.026 0.135 0.054 0.848
0.007 0.167 0.282 0.123 0.173 0.191 0.282 0.101 0.234 0.282 0.015 0.158 0.122 0.282 0.132 0.282 0.277 0.146 0.142 0.035
0.219 0.316 0.893 0.295 0.328 0.318 0.893 0.272 0.291 0.184 0.233 0.340 0.193 0.864 0.213 0.893 0.415 0.314 0.257 0.244
0.573 0.564 0.578 0.565 0.550 0.548 0.578 0.529 0.553 0.545 0.551 0.571 0.531 0.578 0.498 0.578 0.578 0.564 0.499 0.558
0.000 0.002 0.484 0.011 0.002 0.001 0.041 0.001 0.000 0.001 0.000 0.001 0.000 0.038 0.001 0.101 0.029 0.000 0.000 0.000
0.008 0.093 0.670 0.213 0.220 0.086 0.170 0.129 0.331 0.045 0.012 0.217 0.017 0.164 0.083 0.207 0.223 0.069 0.045 0.156
0.009 0.095 0.896 0.033 0.065 0.095 0.091 0.049 0.020 0.073 0.024 0.075 0.015 0.067 0.042 0.750 0.050 0.053 0.039 0.019
0.181 0.196 0.428 0.151 0.166 0.171 0.428 0.151 0.209 0.270 0.177 0.179 0.214 0.179 0.151 0.428 0.151 0.179 0.162 0.166
0.074 0.065 0.104 0.101 0.073 0.069 0.104 0.079 0.070 0.034 0.072 0.074 0.038 0.104 0.077 0.104 0.104 0.064 0.031 0.078
0.284 0.307 0.300 0.266 0.288 0.291 0.300 0.276 0.303 0.301 0.331 0.291 0.301 0.300 0.260 0.300 0.300 0.319 0.273 0.303
0.022 0.051 0.894 0.146 0.065 0.051 0.332 0.171 0.044 0.006 0.037 0.067 0.006 0.257 0.077 0.894 0.211 0.050 0.023 0.050
0.460 0.362 0.295 0.295 0.395 0.410 0.295 0.379 0.345 0.329 0.479 0.395 0.329 0.295 0.295 0.295 0.295 0.379 0.395 0.462
0.077 0.164 0.699 0.024 0.277 0.139 0.512 0.045 0.691 0.691 0.024 0.154 0.691 0.354 0.016 0.699 0.049 0.098 0.049 0.033
0.086 0.061 0.847 0.213 0.120 0.065 0.820 0.161 0.112 0.034 0.114 0.106 0.031 0.662 0.096 0.847 0.435 0.060 0.045 0.151
0.246 0.241 0.342 0.270 0.272 0.264 0.342 0.237 0.293 0.328 0.233 0.270 0.277 0.342 0.241 0.342 0.342 0.268 0.274 0.244
0.065 0.045 0.059 0.059 0.046 0.047 0.059 0.059 0.045 0.041 0.062 0.047 0.038 0.059 0.056 0.059 0.059 0.044 0.023 0.060
0.164 0.195 0.575 0.234 0.234 0.168 0.575 0.182 0.199 0.208 0.159 0.256 0.163 0.575 0.234 0.575 0.575 0.195 0.173 0.191
0.143 0.250 0.471 0.200 0.207 0.250 0.471 0.207 0.157 0.207 0.143 0.179 0.143 0.471 0.236 0.471 0.421 0.236 0.200 0.093
0.341 0.368 0.645 0.529 0.367 0.366 0.645 0.416 0.360 0.263 0.403 0.375 0.320 0.645 0.466 0.645 0.652 0.355 0.305 0.396
0.100 0.216 0.677 0.094 0.227 0.194 0.661 0.116 0.550 0.773 0.096 0.234 0.624 0.609 0.102 0.677 0.306 0.177 0.094 0.100
0.301 0.286 0.262 0.262 0.306 0.301 0.262 0.297 0.263 0.287 0.297 0.291 0.243 0.262 0.267 0.262 0.262 0.301 0.253 0.302
0.077 0.097 0.397 0.150 0.110 0.097 0.397 0.092 0.095 0.080 0.077 0.105 0.064 0.397 0.123 0.397 0.395 0.106 0.065 0.090
0.401 0.459 0.616 0.540 0.450 0.477 0.616 0.412 0.430 0.478 0.391 0.401 0.441 0.616 0.450 0.616 0.616 0.438 0.380 0.481
0.232 0.246 0.431 0.198 0.212 0.207 0.431 0.187 0.329 0.319 0.207 0.251 0.250 0.426 0.163 0.431 0.182 0.202 0.232 0.237
0.012 0.254 0.329 0.305 0.229 0.241 0.329 0.290 0.324 0.329 0.164 0.220 0.329 0.329 0.019 0.329 0.329 0.185 0.100 0.005
0.125 0.215 0.886 0.894 0.270 0.306 0.886 0.750 0.044 0.020 0.381 0.187 0.021 0.886 0.616 0.886 0.886 0.202 0.150 0.218
0.210 0.216 0.425 0.139 0.172 0.177 0.425 0.150 0.249 0.216 0.172 0.183 0.216 0.425 0.161 0.425 0.227 0.227 0.221 0.183
0.432 0.459 0.727 0.564 0.504 0.444 0.727 0.557 0.487 0.171 0.494 0.497 0.153 0.727 0.328 0.727 0.642 0.441 0.293 0.487
0.030 0.046 0.045 0.045 0.043 0.046 0.045 0.045 0.061 0.041 0.037 0.043 0.046 0.045 0.046 0.045 0.045 0.043 0.045 0.037
0.058 0.130 0.387 0.055 0.113 0.140 0.127 0.058 0.164 0.243 0.082 0.103 0.192 0.124 0.058 0.387 0.089 0.086 0.065 0.082
0.079 0.075 0.076 0.076 0.073 0.071 0.076 0.076 0.081 0.056 0.077 0.086 0.065 0.076 0.062 0.076 0.076 0.078 0.017 0.078
0.060 0.064 0.368 0.144 0.081 0.064 0.368 0.136 0.085 0.051 0.072 0.081 0.060 0.368 0.140 0.368 0.364 0.068 0.077 0.072
0.163 0.253 0.660 0.143 0.244 0.239 0.156 0.137 0.180 0.146 0.142 0.205 0.157 0.252 0.133 0.660 0.171 0.173 0.203 0.154
0.030 0.050 0.534 0.050 0.050 0.050 0.534 0.030 0.070 0.030 0.020 0.060 0.030 0.534 0.178 0.534 0.534 0.050 0.040 0.060
0.023 0.026 0.023 0.023 0.026 0.026 0.023 0.023 0.023 0.014 0.023 0.026 0.016 0.023 0.020 0.023 0.023 0.026 0.014 0.023
0.223 0.167 0.536 0.518 0.222 0.185 0.536 0.502 0.203 0.176 0.407 0.259 0.177 0.536 0.501 0.536 0.536 0.185 0.195 0.295
0.185 0.166 0.183 0.126 0.185 0.203 0.183 0.175 0.203 0.193 0.175 0.185 0.193 0.183 0.166 0.183 0.183 0.204 0.195 0.185
0.016 0.145 0.493 0.474 0.190 0.139 0.493 0.359 0.287 0.011 0.024 0.190 0.003 0.493 0.265 0.493 0.496 0.150 0.105 0.169
0.067 0.213 0.330 0.330 0.251 0.265 0.330 0.345 0.199 0.191 0.015 0.231 0.255 0.330 0.340 0.330 0.330 0.228 0.261 0.248
0.059 0.094 0.489 0.196 0.210 0.088 0.489 0.035 0.322 0.040 0.024 0.194 0.035 0.435 0.035 0.489 0.215 0.102 0.046 0.127
0.236 0.197 0.265 0.265 0.163 0.184 0.265 0.240 0.197 0.129 0.249 0.150 0.137 0.265 0.265 0.265 0.265 0.171 0.142 0.214
0.604 0.702 0.682 0.565 0.641 0.760 0.682 0.604 0.644 0.711 0.673 0.665 0.663 0.682 0.592 0.682 0.682 0.623 0.635 0.614
0.133 0.317 0.533 0.383 0.383 0.433 0.533 0.283 0.217 0.333 0.183 0.250 0.133 0.533 0.483 0.533 0.533 0.333 0.383 0.200
0.258 0.358 0.417 0.442 0.300 0.392 0.417 0.392 0.283 0.350 0.283 0.300 0.300 0.417 0.517 0.417 0.417 0.400 0.267 0.283
0.292 0.317 0.475 0.358 0.383 0.325 0.475 0.242 0.400 0.475 0.242 0.375 0.383 0.475 0.533 0.475 0.475 0.133 0.167 0.242
0.255 0.345 0.420 0.250 0.410 0.435 0.420 0.345 0.350 0.420 0.320 0.355 0.420 0.420 0.325 0.420 0.420 0.505 0.235 0.255
0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097 0.097
nan nan 0.433 0.433 0.642 nan 0.433 nan nan 0.742 nan 0.733 0.650 0.433 0.433 0.433 0.433 nan nan nan
0.000 0.000 0.486 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.271 0.000 0.000 0.000 0.000
0.614 0.640 0.755 0.544 0.645 0.654 0.755 0.623 0.649 0.667 0.613 0.662 0.632 0.755 0.535 0.755 0.755 0.653 0.653 0.626
0.408 0.515 0.662 0.415 0.546 0.538 0.662 0.492 0.608 0.662 0.454 0.515 0.631 0.662 0.354 0.662 0.585 0.531 0.392 0.454
0.179 0.187 0.238 0.160 0.183 0.182 0.161 0.156 0.193 0.208 0.149 0.193 0.184 0.159 0.144 0.210 0.160 0.187 0.172 0.168
nan nan nan nan nan nan nan 0.390 nan nan nan 0.191 nan nan 0.323 nan nan nan 0.157 nan
0.390 0.437 0.687 0.580 0.449 0.433 0.687 0.407 0.421 0.419 0.407 0.453 0.394 0.687 0.441 0.687 0.687 0.449 0.430 0.426
0.128 0.129 0.764 0.190 0.171 0.130 0.280 0.187 0.167 0.093 0.132 0.174 0.092 0.257 0.185 0.671 0.215 0.133 0.107 0.174
0.752 0.800 0.836 0.807 0.789 0.793 0.836 0.754 0.738 0.748 0.744 0.804 0.728 0.836 0.750 0.836 0.813 0.800 0.764 0.764
0.198 0.501 0.840 0.630 0.568 0.502 0.770 0.670 0.584 0.684 0.269 0.508 0.250 0.756 0.649 0.840 0.704 0.444 0.389 0.256
0.260 0.275 0.227 0.227 0.278 0.267 0.227 0.231 0.310 0.350 0.249 0.311 0.329 0.227 0.227 0.227 0.227 0.296 0.296 0.260
0.067 0.042 0.508 0.042 0.042 0.050 0.508 0.075 0.042 0.017 0.075 0.067 0.025 0.508 0.042 0.508 0.508 0.050 0.058 0.050
0.423 0.463 0.708 0.480 0.457 0.466 0.708 0.423 0.460 0.538 0.417 0.450 0.500 0.615 0.417 0.708 0.595 0.437 0.419 0.417
