6.879819999999999824e-01 5.154760000000000453e-01 6.857140000000000457e-01 5.523810000000000109e-01 5.100529999999999786e-01 6.533329999999999416e-01 6.704760000000000719e-01 6.761899999999999578e-01 6.090909999999999380e-01 6.452379999999999782e-01 6.476189999999999447e-01 6.421769999999999978e-01 6.732920000000000016e-01 5.009520000000000639e-01 6.761899999999999578e-01 6.600000000000000311e-01 5.038960000000000106e-01 1.523809999999999887e-01 5.999999999999999778e-01 5.982680000000000220e-01 4.190479999999999761e-01 6.904770000000000074e-01 6.732600000000000806e-01 7.047619999999999996e-01 6.753239999999999243e-01 6.761899999999999578e-01 4.190479999999999761e-01 4.190479999999999761e-01 5.542850000000000277e-01 6.761899999999999578e-01
8.423700000000000632e-01 8.461219999999999297e-01 8.283829999999999805e-01 8.153380000000000072e-01 8.102310000000000345e-01 8.310229999999999562e-01 8.341579999999999551e-01 8.448849999999999971e-01 8.027300000000000546e-01 8.457850000000000090e-01 8.109380000000000477e-01 8.089480000000000004e-01 7.630369999999999653e-01 8.415839999999999987e-01 8.448849999999999971e-01 8.206820000000000226e-01 8.166479999999999295e-01 7.161720000000000308e-01 8.420559999999999157e-01 8.444350000000000467e-01 8.319830000000000281e-01 8.250819999999999821e-01 8.118810000000000748e-01 7.821779999999999289e-01 8.397839999999999749e-01 8.481850000000000778e-01 5.445539999999999825e-01 8.336629999999999319e-01 7.887790000000000079e-01 8.418989999999999529e-01
7.077919999999999767e-01 7.097899999999999210e-01 6.608390000000000652e-01 6.684489999999999599e-01 6.799359999999999848e-01 7.325180000000000025e-01 7.381119999999999903e-01 6.874789999999999512e-01 7.129689999999999639e-01 7.395100000000000007e-01 7.371790000000000287e-01 7.307690000000000019e-01 7.142579999999999485e-01 7.023599999999999843e-01 6.874789999999999512e-01 7.252750000000000030e-01 6.835670000000000357e-01 6.573430000000000106e-01 6.823179999999999801e-01 6.884930000000000216e-01 7.006989999999999608e-01 7.482520000000000282e-01 7.416470000000000562e-01 6.923080000000000345e-01 6.934200000000000363e-01 6.958039999999999781e-01 7.027970000000000050e-01 6.943060000000000898e-01 7.480769999999999920e-01 6.966369999999999507e-01
8.393299999999999095e-01 8.439149999999999707e-01 8.037039999999999740e-01 7.814820000000000100e-01 8.032409999999999828e-01 8.427979999999999361e-01 8.365739999999999288e-01 8.442680000000000184e-01 7.840070000000000094e-01 8.325100000000000833e-01 7.611109999999999820e-01 7.653200000000000003e-01 8.068380000000000551e-01 8.291009999999999769e-01 8.444440000000000834e-01 8.201060000000000016e-01 8.103700000000000347e-01 7.259260000000000712e-01 8.329440000000000177e-01 8.370370000000000310e-01 8.229629999999998891e-01 8.388879999999999670e-01 8.023150000000000004e-01 7.740739999999999288e-01 8.400670000000000082e-01 7.844929999999999959e-01 5.555560000000000498e-01 8.238090000000000135e-01 7.786009999999999875e-01 8.409360000000000168e-01
7.990490000000000093e-01 8.361410000000000231e-01 7.581520000000000481e-01 8.289330000000000309e-01 8.057069999999999510e-01 7.820650000000000102e-01 8.380889999999999729e-01 8.031829999999999803e-01 8.472079999999999611e-01 8.575309999999999322e-01 8.156050000000000244e-01 8.061590000000000700e-01 8.476559999999999651e-01 8.288040000000000962e-01 8.068060000000000231e-01 8.558350000000000124e-01 7.915369999999999351e-01 8.152169999999999694e-01 7.987770000000000703e-01 8.092890000000000361e-01 8.431680000000000286e-01 8.369569999999999510e-01 8.157609999999999584e-01 8.016300000000000647e-01 8.252219999999999001e-01 7.771740000000000315e-01 6.304350000000000787e-01 8.405799999999998828e-01 8.602489999999999304e-01 8.136640000000000539e-01
9.957270000000000287e-01 9.998280000000000500e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.991110000000000824e-01 9.504989999999999828e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.998909999999999743e-01 9.999649999999999928e-01 1.000000000000000000e+00 9.998610000000001108e-01 9.998909999999999743e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.988469999999999294e-01 9.852290000000001324e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.997540000000001426e-01 9.998770000000000158e-01 9.724610000000000198e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.179709999999999592e-01 9.989689999999999959e-01 9.981129999999999169e-01 1.000000000000000000e+00
9.079829999999999846e-01 9.689079999999999915e-01 9.374850000000000128e-01 9.725930000000000408e-01 9.028969999999999496e-01 9.074629999999999086e-01 9.737500000000000044e-01 9.573399999999999688e-01 9.695200000000000484e-01 9.724099999999999966e-01 9.610809999999999631e-01 9.616660000000000208e-01 9.692680000000000184e-01 9.675379999999998981e-01 9.581760000000000277e-01 9.722709999999998853e-01 8.975429999999999797e-01 9.355379999999998697e-01 9.641440000000000010e-01 9.569040000000000878e-01 9.688240000000000185e-01 9.678430000000000089e-01 9.312989999999999879e-01 9.713139999999998997e-01 9.290649999999999187e-01 9.292889999999999207e-01 8.976799999999999224e-01 9.698849999999999971e-01 9.678849999999999953e-01 9.321169999999999733e-01
7.842710000000000514e-01 7.775479999999999059e-01 5.955989999999999895e-01 8.030300000000000216e-01 6.466939999999999911e-01 7.240260000000000584e-01 6.038959999999999884e-01 6.749640000000000084e-01 8.467629999999999324e-01 8.219700000000000895e-01 7.075759999999999827e-01 6.865529999999999688e-01 6.871209999999999818e-01 7.796140000000000292e-01 6.540399999999999547e-01 8.362190000000000456e-01 6.433560000000000390e-01 3.787880000000000136e-01 5.620490000000000208e-01 5.299590000000000689e-01 8.080810000000000493e-01 8.030300000000000216e-01 7.184340000000000170e-01 7.878789999999999960e-01 5.416670000000000096e-01 5.378789999999999960e-01 3.787880000000000136e-01 7.651520000000000543e-01 4.447409999999999974e-01 5.761180000000000190e-01
8.788839999999999986e-01 9.908129999999999438e-01 9.944319999999999826e-01 9.933180000000000343e-01 7.966910000000000380e-01 8.827249999999999819e-01 9.819969999999998977e-01 9.944319999999999826e-01 9.815249999999999808e-01 9.785450000000001092e-01 9.802120000000000832e-01 9.826600000000000890e-01 9.743870000000001141e-01 9.852450000000000374e-01 9.944319999999999826e-01 9.930530000000000745e-01 7.779989999999999961e-01 8.363030000000000186e-01 9.910909999999999442e-01 9.953940000000000010e-01 9.783219999999999139e-01 9.938749999999999529e-01 9.492950000000001110e-01 9.933180000000000343e-01 9.734260000000000135e-01 9.933180000000000343e-01 7.616930000000000645e-01 9.696549999999999336e-01 9.612469999999999626e-01 9.913030000000000452e-01
7.962899999999999423e-01 8.942459999999998743e-01 8.937009999999999676e-01 9.161739999999999329e-01 7.252460000000000573e-01 7.958159999999999679e-01 8.431830000000000158e-01 8.708010000000000472e-01 8.629860000000000309e-01 8.943079999999999918e-01 9.075270000000000836e-01 9.071020000000000749e-01 8.617420000000000080e-01 8.889340000000000019e-01 8.705440000000000955e-01 9.004959999999999631e-01 7.224119999999999431e-01 5.965270000000000294e-01 8.611489999999999423e-01 8.346809999999998952e-01 8.875579999999999581e-01 8.738719999999999821e-01 7.537479999999999736e-01 8.985999999999999543e-01 8.678069999999999951e-01 8.678069999999999951e-01 2.381030000000000091e-01 8.896379999999999288e-01 8.517879999999998786e-01 8.679629999999999290e-01
8.326899999999999302e-01 8.146720000000000628e-01 8.581079999999999819e-01 8.108109999999999484e-01 7.915060000000000429e-01 8.291500000000000536e-01 8.648649999999999949e-01 8.175680000000000724e-01 7.598279999999999479e-01 8.085590000000000277e-01 8.198200000000001042e-01 8.378379999999999717e-01 7.621620000000000061e-01 7.878380000000000383e-01 8.175680000000000724e-01 8.359069999999999556e-01 7.854729999999999768e-01 7.500000000000000000e-01 7.364859999999999740e-01 8.015970000000000040e-01 7.719600000000000906e-01 8.277020000000000488e-01 7.608110000000000150e-01 8.513509999999999689e-01 8.639440000000000452e-01 8.378379999999999717e-01 5.472970000000000335e-01 7.675680000000000280e-01 7.400640000000000551e-01 8.703350000000000808e-01
