2.099590000000000067e-01 2.662199999999999567e-01 2.618989999999999929e-01 2.666989999999999639e-01 2.705290000000000195e-01 2.574190000000000089e-01 1.649509999999999865e-01 2.705290000000000195e-01 2.291119999999999823e-01 2.288150000000000184e-01 2.451520000000000088e-01 2.099590000000000067e-01 2.444969999999999921e-01 2.415499999999999869e-01 1.903279999999999972e-01 2.592880000000000185e-01 1.649509999999999865e-01 1.698449999999999960e-01 2.602829999999999866e-01 2.576249999999999929e-01 2.331789999999999974e-01 2.554199999999999804e-01 2.596489999999999632e-01 2.346869999999999790e-01 2.649029999999999996e-01 2.099590000000000067e-01 2.264780000000000126e-01 2.623889999999999834e-01 2.529629999999999934e-01 2.474979999999999958e-01 2.099590000000000067e-01 1.889260000000000106e-01 2.384489999999999665e-01 2.466909999999999936e-01 1.649509999999999865e-01 2.329309999999999992e-01 2.686939999999999884e-01 2.661800000000000277e-01 2.617619999999999947e-01 2.163889999999999980e-01 2.489829999999999821e-01 2.358270000000000088e-01 1.649509999999999865e-01 2.494439999999999991e-01 1.912859999999999838e-01 2.384489999999999665e-01 2.708309999999999884e-01 2.233769999999999922e-01 2.710079999999999711e-01 2.627619999999999956e-01
8.363030000000000186e-01 9.781870000000000287e-01 9.944319999999999826e-01 9.938749999999999529e-01 9.944319999999999826e-01 9.899780000000000246e-01 7.616930000000000645e-01 9.944319999999999826e-01 9.944319999999999826e-01 9.860799999999999566e-01 9.693770000000000442e-01 8.363030000000000186e-01 9.732739999999999725e-01 9.661680000000000268e-01 9.930530000000000745e-01 9.955459999999999310e-01 7.616930000000000645e-01 7.966910000000000380e-01 8.363030000000000186e-01 9.881219999999999448e-01 9.788419999999999899e-01 8.363030000000000186e-01 9.884930000000000661e-01 9.578229999999999800e-01 9.603280000000000705e-01 8.363030000000000186e-01 9.810690000000000799e-01 9.933180000000000343e-01 9.803270000000000595e-01 9.790440000000000254e-01 8.363030000000000186e-01 8.363030000000000186e-01 9.376389999999998892e-01 9.812659999999999716e-01 7.616930000000000645e-01 9.933180000000000343e-01 8.363030000000000186e-01 8.363030000000000186e-01 9.944319999999999826e-01 9.826600000000000890e-01 9.966589999999999616e-01 9.937959999999999017e-01 7.616930000000000645e-01 9.834549999999999681e-01 9.643649999999999167e-01 9.376389999999998892e-01 9.109129999999999727e-01 8.366740000000000288e-01 9.910909999999999442e-01 8.363030000000000186e-01
5.553100000000000813e-01 7.323009999999999797e-01 6.575010000000000021e-01 7.190270000000000827e-01 7.069109999999999561e-01 6.782550000000000523e-01 5.420350000000000446e-01 6.991149999999999309e-01 6.588899999999999757e-01 6.762869999999999715e-01 6.927539999999999809e-01 5.553100000000000813e-01 6.541299999999999892e-01 7.103880000000000194e-01 7.421459999999999724e-01 6.641380000000000061e-01 5.420350000000000446e-01 5.519060000000000077e-01 5.499370000000000092e-01 6.526549999999999851e-01 6.974550000000000471e-01 5.514379999999999837e-01 6.544649999999999634e-01 6.949790000000000134e-01 6.911500000000000421e-01 5.553100000000000813e-01 5.929200000000000026e-01 7.433629999999999960e-01 6.254509999999999792e-01 7.270720000000000516e-01 5.553100000000000813e-01 5.420350000000000446e-01 6.283189999999999609e-01 7.393810000000000660e-01 5.420350000000000446e-01 6.681420000000000137e-01 5.948869999999999436e-01 5.907080000000000108e-01 6.575010000000000021e-01 5.730089999999999906e-01 6.703540000000000054e-01 6.719340000000000312e-01 5.420350000000000446e-01 7.534410000000000274e-01 4.734510000000000107e-01 6.283189999999999609e-01 5.420350000000000446e-01 5.668979999999999020e-01 5.486729999999999663e-01 5.862829999999999986e-01
4.646020000000000705e-01 7.471560000000000423e-01 8.185839999999999783e-01 8.517700000000000271e-01 8.539820000000000189e-01 8.185839999999999783e-01 2.522119999999999918e-01 8.539820000000000189e-01 7.674979999999999025e-01 8.282379999999999187e-01 6.996680000000000677e-01 4.646020000000000705e-01 7.566370000000000040e-01 8.187949999999999395e-01 7.947750000000000092e-01 8.185839999999999783e-01 2.522119999999999918e-01 5.857299999999999729e-01 4.646020000000000705e-01 7.364100000000000090e-01 7.376739999999999409e-01 4.646020000000000705e-01 7.536869999999999958e-01 6.820800000000000196e-01 6.600289999999999768e-01 4.646020000000000705e-01 4.911499999999999755e-01 8.362829999999999986e-01 7.252210000000000045e-01 7.247789999999999511e-01 4.646020000000000705e-01 2.597980000000000289e-01 7.787609999999999255e-01 7.861359999999999459e-01 2.522119999999999918e-01 7.743359999999999133e-01 4.646020000000000705e-01 4.646020000000000705e-01 8.185839999999999783e-01 7.514750000000000041e-01 8.318579999999999863e-01 7.246799999999999908e-01 2.522119999999999918e-01 7.888749999999999929e-01 6.637170000000000014e-01 7.787609999999999255e-01 3.891699999999999604e-01 4.646020000000000705e-01 7.920350000000000446e-01 4.646020000000000705e-01
4.487800000000000122e-01 7.593499999999999694e-01 7.707319999999999727e-01 7.658540000000000347e-01 7.876890000000000835e-01 7.763069999999999693e-01 3.268289999999999806e-01 7.902439999999999465e-01 8.330370000000000275e-01 8.425719999999999876e-01 6.926829999999999377e-01 4.487800000000000122e-01 6.866439999999999211e-01 6.831589999999999607e-01 8.039490000000000247e-01 7.707319999999999727e-01 3.268289999999999806e-01 6.062720000000000331e-01 5.847560000000000535e-01 7.786119999999999708e-01 7.376689999999999081e-01 5.506770000000000831e-01 7.964229999999999920e-01 6.295119999999999605e-01 5.902439999999999909e-01 4.487800000000000122e-01 6.195119999999999516e-01 8.292680000000000051e-01 7.819510000000000627e-01 6.987800000000000678e-01 4.487800000000000122e-01 3.730550000000000255e-01 5.658539999999999681e-01 7.116529999999999800e-01 3.268289999999999806e-01 8.487809999999998967e-01 4.878050000000000441e-01 4.878050000000000441e-01 7.707319999999999727e-01 7.170729999999999604e-01 8.536590000000000567e-01 7.828109999999999236e-01 3.268289999999999806e-01 7.457319999999999505e-01 7.414629999999999832e-01 5.658539999999999681e-01 6.195119999999999516e-01 6.648079999999999545e-01 7.121950000000000225e-01 4.857140000000000346e-01
7.231999999999999540e-01 8.816000000000000503e-01 9.163430000000000186e-01 8.935999999999999499e-01 8.829709999999999503e-01 8.870860000000000412e-01 4.576000000000000068e-01 8.783999999999999586e-01 8.017449999999999299e-01 8.004359999999999253e-01 8.699200000000000266e-01 7.231999999999999540e-01 8.908190000000000275e-01 8.682670000000000110e-01 8.518100000000000671e-01 9.166479999999999073e-01 4.576000000000000068e-01 6.655999999999999694e-01 7.340439999999999188e-01 8.637709999999999555e-01 8.551999999999999602e-01 7.226000000000000201e-01 8.633600000000000163e-01 7.584760000000000391e-01 7.231999999999999540e-01 7.231999999999999540e-01 6.640000000000000346e-01 9.232000000000000206e-01 8.596360000000000667e-01 8.598399999999999377e-01 7.231999999999999540e-01 8.661330000000000418e-01 9.103999999999999870e-01 8.797329999999999872e-01 4.576000000000000068e-01 7.808000000000000496e-01 5.632000000000000339e-01 5.632000000000000339e-01 9.157330000000000192e-01 8.553139999999999077e-01 7.983999999999999986e-01 8.371809999999999530e-01 4.616890000000000160e-01 8.924440000000000150e-01 7.775999999999999579e-01 9.103999999999999870e-01 8.978290000000000992e-01 7.388190000000000035e-01 8.959999999999999076e-01 5.632000000000000339e-01
9.072139999999999649e-01 9.322139999999999871e-01 9.425370000000000692e-01 9.410450000000000204e-01 9.149969999999999493e-01 9.425370000000000692e-01 9.067159999999999664e-01 9.350749999999999895e-01 9.174489999999999590e-01 9.303129999999999455e-01 9.350749999999999895e-01 9.067159999999999664e-01 9.231340000000000101e-01 9.331559999999999855e-01 9.326579999999999870e-01 9.425370000000000692e-01 9.067159999999999664e-01 7.920899999999999608e-01 9.067159999999999664e-01 9.117270000000000651e-01 9.311299999999999022e-01 9.067159999999999664e-01 9.068649999999999212e-01 9.306900000000000173e-01 9.315919999999999757e-01 9.067159999999999664e-01 9.291049999999999587e-01 9.365670000000000384e-01 9.351370000000001070e-01 9.359270000000000644e-01 9.067159999999999664e-01 9.067159999999999664e-01 8.977610000000000312e-01 9.317170000000000174e-01 9.067159999999999664e-01 9.179100000000000037e-01 9.067159999999999664e-01 9.067159999999999664e-01 9.425370000000000692e-01 9.226680000000000437e-01 9.248509999999999787e-01 9.353590000000000515e-01 9.067159999999999664e-01 9.330850000000000533e-01 9.044780000000001152e-01 8.977610000000000312e-01 9.067159999999999664e-01 9.067159999999999664e-01 9.402979999999999672e-01 9.067159999999999664e-01
7.718450000000000033e-01 7.701319999999999277e-01 7.669899999999999496e-01 7.645629999999999926e-01 7.625979999999999981e-01 7.765830000000000233e-01 7.718450000000000033e-01 7.645629999999999926e-01 7.258439999999999337e-01 7.236479999999999579e-01 7.780060000000000864e-01 7.718450000000000033e-01 7.718450000000000033e-01 7.815529999999999422e-01 7.558949999999999836e-01 7.694170000000000176e-01 7.718450000000000033e-01 5.506240000000000023e-01 7.740510000000000446e-01 7.682039999999999980e-01 7.639560000000000795e-01 7.718450000000000033e-01 7.710359999999999436e-01 7.603159999999999918e-01 7.708739999999999482e-01 7.718450000000000033e-01 7.645629999999999926e-01 7.330100000000000504e-01 7.676520000000000010e-01 7.605180000000000273e-01 7.718450000000000033e-01 7.718450000000000033e-01 7.063110000000000221e-01 7.586680000000000090e-01 7.718450000000000033e-01 7.014560000000000795e-01 7.694170000000000176e-01 7.694170000000000176e-01 7.669899999999999496e-01 7.065310000000000201e-01 7.524270000000000680e-01 7.367080000000000295e-01 7.718450000000000033e-01 7.669899999999999496e-01 7.111649999999999361e-01 7.063110000000000221e-01 7.701109999999999900e-01 7.674520000000000231e-01 7.548540000000000250e-01 7.694170000000000176e-01
7.179489999999999483e-01 7.372630000000000017e-01 6.876459999999999795e-01 7.482520000000000282e-01 7.246090000000000586e-01 6.846489999999999521e-01 7.027970000000000050e-01 7.517479999999999718e-01 6.764149999999999885e-01 7.155120000000000369e-01 7.074590000000000600e-01 7.111220000000000319e-01 7.480850000000000000e-01 7.021310000000000606e-01 7.252750000000000030e-01 6.866470000000000073e-01 7.027970000000000050e-01 6.799359999999999848e-01 6.879370000000000207e-01 7.042540000000000466e-01 7.337660000000000293e-01 6.942149999999999155e-01 7.033800000000000052e-01 7.334430000000000671e-01 7.552449999999999442e-01 7.202800000000000313e-01 6.888109999999999511e-01 6.888109999999999511e-01 7.418420000000000014e-01 7.400930000000000009e-01 7.272729999999999473e-01 7.027970000000000050e-01 6.468530000000000113e-01 7.395100000000000007e-01 7.027970000000000050e-01 6.684489999999999599e-01 6.573430000000000106e-01 6.573430000000000106e-01 6.874789999999999512e-01 7.307690000000000019e-01 6.888109999999999511e-01 6.808189999999999520e-01 7.027970000000000050e-01 7.381989999999999386e-01 7.062939999999999774e-01 6.468530000000000113e-01 6.958039999999999781e-01 7.064600000000000879e-01 6.888109999999999511e-01 6.573430000000000106e-01
9.544249999999999678e-01 9.635190000000000143e-01 9.685259999999999980e-01 9.606580000000000119e-01 9.611009999999999831e-01 9.670959999999999557e-01 6.552219999999999711e-01 9.599429999999999907e-01 9.598129999999999162e-01 9.601379999999999360e-01 9.680489999999999373e-01 9.565360000000000529e-01 9.699569999999999581e-01 9.685259999999999980e-01 9.629400000000000182e-01 9.670959999999999557e-01 6.552219999999999711e-01 9.640750000000000153e-01 9.318670000000000009e-01 9.568770000000000886e-01 9.613729999999999221e-01 9.329659999999999620e-01 9.560089999999999977e-01 9.439049999999998830e-01 9.408250000000000224e-01 9.542200000000000681e-01 9.556510000000000282e-01 9.585120000000000307e-01 9.729479999999999240e-01 9.630419999999999536e-01 9.613729999999999221e-01 9.527899999999999148e-01 9.556510000000000282e-01 9.601809999999999512e-01 6.552219999999999711e-01 9.613729999999999221e-01 9.238910000000000178e-01 9.270389999999999464e-01 9.684580000000000410e-01 9.608010000000000161e-01 9.542200000000000681e-01 9.664149999999999130e-01 6.552219999999999711e-01 9.601809999999999512e-01 9.470669999999999922e-01 9.556510000000000282e-01 9.659379999999999633e-01 9.489750000000000130e-01 9.656649999999999956e-01 9.257509999999999906e-01
