-2.368002066794708538e-01 6.041449719920921613e-01 -6.731282744507057769e-01 3.542201112956980258e-01 1.083155565367320161e+00 -1.575184904066019964e+00 -1.266590956985861771e+00 -1.055734099503849333e+00 -5.790404009142298136e-01 1.565743077295296493e+00 1.702628845390288248e+00 1.782484653293059829e+00 4.643866807392585949e-01 3.378274123977522692e-01 -1.020204410864376188e+00 -1.253018069026905268e+00 5.433914917228950259e-01 -2.079032132897023488e-01 -3.005184445009010386e-01 -3.101335958744766419e-01
-1.156048186260154154e+00 1.012299213390256414e+00 1.017838048142315266e+00 1.171118918727838354e+00 7.712085798755011767e-01 7.777662011500027228e-01 -4.649080206029044815e-01 -6.387371630749177909e-01 -1.053585676586050512e+00 -8.319771555608161950e-01 -5.306944066644930791e-01 -4.479140915273875367e-01 -1.163156861712492329e+00 1.194499286987199316e+00 -8.840295385522274341e-01 1.175964214436981070e+00 1.115048248757706917e+00 -1.181121804531844122e+00 1.272102763424067806e+00 -1.184785743705318417e+00
-7.392191151623926926e-01 9.298170876527823703e-01 1.258556230288553790e+00 9.698606491675617614e-01 1.200757903425873740e+00 -1.631654434018442110e-02 -4.922630101977351069e-01 -2.989650300008106845e-02 -7.404262104139235356e-01 -1.042917608250732986e+00 -3.653299697592969353e-01 -5.049433729380705671e-01 -1.644569202712180322e+00 1.290323299287334802e+00 -9.505654216706050930e-01 1.149815485023431449e+00 1.006461521292790984e+00 -9.647153974346494021e-01 1.111742720041515087e+00 -1.452159067134825454e+00
1.175209687088284216e+00 -1.224183740034332279e+00 -5.224588571124934022e-01 -1.268393581603151743e+00 -1.216832260171383240e+00 6.173985481833588543e-04 1.039574793635992478e+00 1.228142252541437163e+00 1.314428889722595306e+00 -1.157508350642051376e-01 -4.235835250731970758e-01 -5.623150801293861356e-01 7.946576453010497643e-01 -1.235814774212443901e+00 1.343030915683338877e+00 -3.732876148641510738e-01 -1.316497490257914293e+00 1.194921155017155012e+00 -9.652508591312225494e-01 1.182473651597359510e+00
1.153253881449217699e+00 -8.873514839341575255e-01 -8.347068842439951952e-01 -1.161729058579991092e+00 -1.015113360849507172e-03 -1.503309016149315891e+00 1.858187410809802320e-01 4.807779612646815859e-01 8.666961086641843393e-01 1.064423232979069267e+00 9.272859518999482242e-01 8.442669363995271015e-01 1.553694808429328500e+00 -9.808991392292616407e-01 3.047996138893511175e-01 -1.447501116647282204e+00 -8.841049019342666071e-01 1.052456339484269643e+00 -1.499862879090664070e+00 7.884312325191136228e-01
-1.296153533738027885e+00 9.967239593106838047e-01 9.993365843161614581e-01 1.098067367389826465e+00 1.091748212886435310e+00 6.286942557110011265e-01 -5.157791834478109294e-01 -1.070162081888143213e+00 -1.277284401343773856e+00 -5.105152968411448278e-01 -3.693353847187630379e-01 -1.510612187864538714e-01 -8.121787848182931979e-02 1.164155961298062536e+00 -1.268497941768208959e+00 9.139337650839620686e-01 1.220525282189152794e+00 -1.322737625348309187e+00 9.722933094403756193e-01 -1.251978476007692853e+00
1.073640314972935883e+00 -8.910966174267160866e-01 -9.133509473518668376e-01 -1.064993269616823390e+00 -1.439746524596157151e-01 -1.413034199259607160e+00 2.327390174900333397e-01 3.220389047366173929e-01 8.160200983752495807e-01 1.206129294670148067e+00 9.505690367577622757e-01 9.277835121160203924e-01 1.453316743444249548e+00 -1.040534186818604212e+00 3.829247957107773104e-01 -1.519626607107137373e+00 -8.772911984607235647e-01 1.070810535455885892e+00 -1.451501115205091841e+00 8.980037677452509248e-01
5.518807449068343640e-01 -2.415102215661086293e-01 -2.000337628221641406e+00 -5.083179378292590478e-01 -1.178595944866384748e+00 -3.134079642941501320e-01 -5.490621808528095560e-01 -3.786368523862834734e-01 4.270316633038299114e-01 1.653528946035998537e+00 1.305498587807569111e+00 1.292435890685715849e+00 7.528912009912306358e-01 -8.885212119651917373e-01 7.327131325108799942e-01 -1.451858809655400595e+00 -6.296660701327563281e-01 7.548939142107762290e-01 -7.199978458342233267e-01 1.384295104512632824e+00
-1.107194246459536346e+00 1.284642731533870430e+00 4.220229180605154506e-01 1.214574807130395451e+00 1.099688716464916505e+00 -1.661134068914624229e-01 -1.191260747072264925e+00 -9.865877201876875890e-01 -1.164419097871279396e+00 2.200019423862031864e-02 4.578569361269026472e-01 4.845000486870955081e-01 -9.010596777548389724e-01 1.272162110187011530e+00 -1.223709985801854305e+00 4.711847630548040011e-01 1.244263708506688992e+00 -1.130732081430505076e+00 1.055774044579885551e+00 -1.203673367431912666e+00
-6.779080005212088089e-01 1.066076591700434228e+00 -1.368193175357957703e+00 7.324865906535824589e-01 1.148374891025528560e-01 -1.825063207573126567e-01 -1.676937659613303655e+00 -1.477480186919396532e+00 -8.810366348691013316e-01 1.509152727889904400e+00 1.577615220854148292e+00 1.654036310607698734e+00 -4.071566694934879160e-03 4.705143066198906876e-01 -6.576588915112895339e-01 -8.390356019661285858e-01 7.202915001061824807e-01 -5.603073595337080270e-01 3.594197755185686849e-01 6.979996653289081976e-02
