4.609536491428585792e-01 1.093741140060616956e+00 -3.126165364425403381e-01 -1.381948754465591289e+00 8.284659190086295366e-01 -3.998983809033010983e-01 -6.002771509644128090e-01 -1.572162861237591525e+00 3.632886177034052033e-01 -1.398752224029725433e+00 1.298834093180335048e+00 -1.907398238645139910e-01 2.129470521505072989e-01 -6.949786858474049644e-01 -9.519596104643075485e-01 -2.937823735652201340e-01 3.093822917642224390e-01 2.725451980755487558e+00 7.354436274798972772e-02 -4.001693410403360796e-01 4.932595178231556354e-01 1.174416401990660885e+00 -1.172083939510347506e+00 1.955024258997385134e-01
-4.226647625874156988e-01 -4.981674601867534108e-02 -3.686823779882112406e-01 -1.175505209012836172e+00 7.117636909666515965e-01 -5.695675575733604168e-01 2.961644238595870338e+00 -3.073924789750914766e-01 5.040963633094294183e-01 -6.110556181752244687e-01 -5.275356601305204451e-01 -1.796955263079879295e+00 1.209671887125217449e+00 5.128085518296411349e-01 -9.102844795083747664e-01 3.363782913277782449e-01 -1.244107027044482755e-01 -8.130723364922464169e-01 -3.551701567073101140e-01 8.321758347338975570e-01 -2.834291971592532988e-01 6.817255621288242917e-01 -2.251964530768660322e-01 4.081146926531781793e-01
-5.325323311526344305e-01 6.327030630328170924e-01 -9.074822783629123979e-01 -6.593451113183400603e-01 1.281819393496215875e+00 -5.408752868555451176e-02 -8.780253470387201498e-01 5.860057265818884725e-02 2.157950779563735821e+00 -7.074306080175640776e-01 -9.661458132127858089e-01 1.282335515788265989e-01 1.361505955997576622e+00 3.899231444794441503e-01 -9.432393755493251319e-01 1.166101512482933922e+00 1.387575243618585086e+00 -9.408546106261717057e-01 -2.299328175067518742e-01 -3.027520969009351304e-01 -1.240474561012399501e+00 1.411199487148097287e+00 -5.681939705602113699e-01 -1.152828159614898595e+00
4.166106849237168341e-01 -4.343667595012387084e-01 -2.741810085234759886e-01 -7.013161938700526177e-01 -1.463592384337040198e-01 -6.509677908025429671e-01 2.739510307095079700e+00 -5.624877508103116180e-02 4.403183439908109897e-01 -6.538899696711614196e-01 -8.055101155016727299e-01 -1.674312898269210370e+00 1.414355195932509801e+00 4.453890899585674079e-01 -6.812511635015068290e-01 1.749580029647543611e-01 -5.074390876907693970e-01 -7.872572386246835530e-01 -5.343531825773347732e-01 6.953640409244361553e-01 -7.818190141917592539e-01 1.283340442777904267e+00 -4.062681345270462985e-01 1.050328070720309759e+00
7.173778647535764552e-01 5.354787796665650967e-01 3.945985707030613909e+00 4.436335010615821695e-01 -7.103163257961880861e-01 3.639008904788476051e-01 5.131163895341562808e-01 4.667564668415585261e-01 -2.817701022479731643e-01 -2.199867397914650191e-01 -3.067852368497563931e-01 5.664653778368214931e-01 -9.505310236881772123e-01 -1.059205807354382634e+00 7.988456053145105429e-01 -2.103928119638683869e-01 -6.976173318141638546e-01 -1.929140163839187516e-01 -2.182761833749715663e-01 -7.556733471140956171e-01 1.911333429962011887e-01 -1.151636322994241901e+00 -4.046796162123945106e-01 -1.239428247074118028e+00
3.331680939061857361e-01 1.466309581318756994e+00 1.588489374511551089e-01 3.243776159117756075e-01 -1.863934612866701215e-02 -1.740147515113248611e+00 -2.162943763563643096e-01 -2.004659974426979741e+00 -9.964448394766614037e-01 -4.313850803999624284e-01 4.594679344061462500e-01 1.368805729075533550e+00 3.642041522005899368e-01 5.311774297275270729e-02 1.242782838535487211e-01 -2.497267389770901680e+00 2.089442694737789541e+00 6.393850534351701309e-02 4.710997187133146857e-01 2.090453791003024364e-01 4.163261387925824564e-01 2.127828133118997156e-01 5.659653345534111368e-01 -9.685569559420903474e-01
5.648465449641386360e-02 -5.952395104228032086e-01 -5.133180797949805918e-02 -7.085860205374996390e-01 -1.176974213805036390e-01 -1.037779034294592090e-01 -2.925448501926610212e-01 4.530867688210418187e-01 -8.980046329084449830e-02 -6.321425977217441927e-01 -5.327110432308795190e-02 1.510805521981560262e-01 -5.214555434602874406e-01 -7.482676877250522551e-01 -1.686408366445049933e-01 -4.481960617279598935e-01 4.815130399563808949e-01 1.050374695889110394e-01 4.276595302800152432e+00 -6.136175892586600567e-01 1.604003020686491088e-01 -7.602874012190722341e-01 -9.174187187529484477e-01 1.155297698885404900e+00
6.843729427229905404e-01 1.416294643164912603e+00 -5.024805933310300121e-01 -8.673857887713276593e-01 1.737797914725287329e+00 3.115780825511965668e-01 -6.161787915386792713e-01 -2.976906001527174772e-01 7.893410624755257121e-01 -7.919699636486119410e-01 1.224484963351193834e+00 -7.716447373978292390e-01 -5.402433013051448629e-01 -1.203344461115988695e+00 -8.610547706399916956e-01 1.277744976287805478e+00 2.136052105071641005e+00 -6.094804482305552495e-01 -2.613257413180151700e-01 -1.083255160668134431e+00 1.308698318777194336e+00 6.449684122054628876e-02 -1.088130478645056964e+00 -1.033454703106017059e+00
8.904590293615863850e-01 -1.106613487984034139e+00 -5.705702232923656192e-01 7.791469323765440880e-01 1.194816773128707821e+00 6.544829029263653508e-01 -3.446703561738524435e-01 2.641540931215009991e+00 -1.546334088260965745e+00 4.645694775465078474e-01 3.135983428977937582e-01 1.292710826199430008e+00 -6.524184805612653903e-01 -1.703643698336969048e-01 -6.428197578144553143e-03 1.327886376845310190e+00 -1.364026515979896104e+00 -5.276125769616123451e-01 -7.081403540146433695e-01 -6.517774986076737553e-01 7.562905298588119551e-01 -1.362770741552849163e+00 -9.789917782966039983e-01 -4.188800574403730992e-02
-2.531655304624451652e+00 6.775747530002629304e-01 -5.376453511474578173e-01 -5.327428798566355983e-01 -2.824228182319089009e-01 5.810127212481347447e-01 -2.250110914166257581e-01 4.437139330278379312e-02 1.004713728367305353e-01 1.903545673247209191e-01 1.439471372468550170e+00 2.705266304886013162e-01 -1.723843863001491616e+00 -1.748742639207194305e+00 -1.027177477589856086e-01 1.254781751542091817e+00 1.057075585251905592e+00 9.907629451269853171e-02 8.332119300608241685e-01 -1.394044328034344860e+00 4.900215869268958468e-01 -2.591557756302849680e-01 1.025481640595044208e+00 1.574769860821846779e+00
