3.893 5.45 1.791 1.557 3.114 1.868 1.09 0 67.655 1.324 5.683 24.057 0.779 0.779 0.467 1.635 3.893 67.655 5.138 0.779 3.893 5.917 1.09 2.102
9.035 9.939 2.711 20.781 7.228 1.807 885.438 2.711 885.438 24.395 10.842 27.105 0 11.746 23.491 4.518 9.939 20.781 18.07 9.035 11.746 27.105 9.939 0
12.819 17.397 5.036 25.637 10.987 15.566 12.819 10.53 455.064 18.77 11.903 162.981 5.494 8.698 27.011 12.819 24.264 22.891 21.975 0.458 9.614 21.059 12.819 0
13.84 1.432 4.295 20.521 0 0.954 460.999 5.249 460.999 12.885 3.818 12.408 5.249 7.636 22.907 2.863 0.954 7.636 3.341 5.727 2.386 25.77 4.772 6.204
76.475 86.162 467.007 122.36 40.787 46.395 467.007 81.573 467.007 47.924 33.649 446.613 3.569 11.726 312.527 45.375 19.883 45.885 18.864 23.962 46.905 0 22.942 22.433
9.523 17.142 9.714 14.475 8.38 0 9.523 0.762 14.666 7.428 10.095 79.805 9.333 9.523 16.761 0 21.713 20.951 16.19 9.714 9.523 11.428 9.523 5.524
10.247 2.779 8.163 4.689 9.379 6.079 7.642 15.631 166.556 5.384 9.379 76.244 1.216 3.126 16.326 5.558 19.799 51.756 166.556 3.474 10.247 3.126 0 17.368
3.529 5.193 1.664 2.596 3.196 3.129 2.13 1.798 51.73 2.33 4.394 8.455 0.067 0.133 1.465 3.196 6.724 3.329 3.262 0 4.394 2.596 1.332 0.599
48.412 9.413 14.792 83.376 41.688 45.722 50.653 77.548 8.069 55.135 38.998 382.362 11.206 30.033 78.445 47.963 0 12.551 6.276 17.482 46.17 3.138 16.137 25.551
0 10.391 3.401 6.298 6.864 8.25 9.068 7.746 52.018 9.068 11.336 27.457 1.071 1.889 9.824 10.139 12.658 18.767 17.003 2.96 8.187 7.494 9.194 10.391
10.489 1.498 7.248 5.138 7.431 13.761 2.385 2.08 3041.74 1.468 9.817 5.046 1.957 0 10.52 6.911 4.862 19.113 13.089 0.092 11.927 2.569 13.333 2.018
28.78 10.311 2.641 4.43 3.499 47.811 1.79 11.317 1.139 2.152 26.324 19.334 6.331 1.428 14.534 5.592 12.825 60.68 21.169 0 26.391 1.553 33.388 2.848
5.378 0.48 2.907 0 2.209 5.916 1.134 1.017 1.352 0.974 5.712 2.703 1.933 0.276 2.049 3.721 1.512 4.637 3.285 0.32 6.831 0.698 5.916 1.512
100.289 2.711 19.651 137.559 96.901 108.421 664.078 169.408 37.27 77.928 108.421 596.315 12.875 37.27 132.816 101.645 0 664.078 4.066 21.007 96.224 3.388 23.717 25.072
52.292 0 75.982 134.341 17.334 19.646 270.416 54.603 270.416 52.292 14.734 258.86 32.358 68.76 153.12 19.068 1.733 54.314 4.334 49.114 18.49 14.156 48.825 66.737
1.675 8.933 2.513 21.217 0.279 1.396 2.513 3.629 275.541 14.238 3.35 17.029 3.629 7.817 18.984 0.279 10.888 19.821 14.517 4.188 1.117 6.142 6.142 0
9.654 5.823 6.896 29.576 8.122 8.582 6.743 8.735 10.574 15.325 8.582 102.061 2.605 11.8 138.84 6.743 0 13.026 1.686 10.574 8.582 9.348 4.138 9.961
0.282 0 6.762 66.211 0.845 2.817 2.817 9.016 273.295 23.103 3.663 245.12 0.282 24.23 119.743 4.226 13.242 10.425 4.508 22.258 1.127 35.782 10.988 6.198
2.13 161.514 161.514 46.857 14.909 5.325 161.514 16.506 161.514 161.514 5.857 120.692 18.104 53.424 161.514 0.887 20.234 47.389 30.35 55.199 0 71.882 41.532 48.987
2.286 4.364 6.027 17.458 0.208 2.702 1.039 3.949 200.349 20.991 0 94.355 3.533 17.873 39.904 0.623 4.364 8.105 6.027 16.834 0.831 12.886 3.325 2.286
11.893 1.874 4.643 33.235 9.856 9.449 6.924 10.508 10.589 28.917 13.359 48.874 0.081 5.376 14.174 12.056 10.182 15.477 11.16 3.421 12.056 0 12.789 5.458
